namaKab,originalFilename,namaPartai,id,noUrut,nama,stringJenisKelamin,idPartai,idDapil,idPro
KOTA MAKASSAR,foto tomi.jpg,PARTAI GERAKAN INDONESIA RAYA,99738,2,"TOMI, ST",Laki-Laki,2,75,75425
MAMASA,NICOLAS.jpg,PARTAI GERAKAN INDONESIA RAYA,207746,3,"NICOLAS SIRINA, SE",Laki-Laki,2,75,75425
MAMASA,foto adrianaa.jpg,PARTAI GERAKAN INDONESIA RAYA,203226,4,ADRIANA,Perempuan,2,75,75425
JAKARTA SELATAN,Foto Hendrik Lewerissa Dapil Maluku.jpg,PARTAI GERAKAN INDONESIA RAYA,101633,1,"HENDRIK LEWERISSA, SH., LL.M",Laki-Laki,2,76,76096
JAKARTA SELATAN,PAS FOTO_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,74482,2,Ir. TASLIM AZIS,Laki-Laki,2,76,76096
KOTA AMBON,Foto Sophianty Mezianne Dapil Maluku.jpg,PARTAI GERAKAN INDONESIA RAYA,186666,3,SOPHIANTY MEZIANNE,Perempuan,2,76,76096
KOTA BEKASI,Foto Cahya Berlian Dapil Maluku.jpg,PARTAI GERAKAN INDONESIA RAYA,185519,4,"CAHYA BERLIAN, SE, MM",Perempuan,2,76,76096
KOTA TERNATE,Foto Hasby Yusuf Maluku Utara.jpg,PARTAI GERAKAN INDONESIA RAYA,94053,1,"HASBY YUSUF, SE",Laki-Laki,2,77,77085
JAKARTA TIMUR,Foto Ferry Johan Mainassy Dapil Maluku Utara.jpg,PARTAI GERAKAN INDONESIA RAYA,100345,2,"FERRY JOHAN MAINASSY, S.Pi",Laki-Laki,2,77,77085
KOTA DEPOK,Foto Sofacua Afia Stenia Dapil Maluku Utara.jpg,PARTAI GERAKAN INDONESIA RAYA,179876,3,"SOPACUA AFIA STENIA, SE",Perempuan,2,77,77085
JAKARTA BARAT,Foto Irene Dapil Papua.jpg,PARTAI GERAKAN INDONESIA RAYA,188050,1,dr. IRENE,Perempuan,2,78,78203
MERAUKE,Foto Steven Abraham Dapil Papua.jpg,PARTAI GERAKAN INDONESIA RAYA,189223,2,STEVEN ABRAHAM,Laki-Laki,2,78,78203
KOTA JAYAPURA,Foto Oktasari Sabil Dapil Papua.jpg,PARTAI GERAKAN INDONESIA RAYA,189126,3,"OKTASARI SABIL, S.Sos., M.Si.",Perempuan,2,78,78203
KOTA JAYAPURA,Foto Hendrik tomasoaaa.jpg,PARTAI GERAKAN INDONESIA RAYA,112010,4,HENDRIK TOMASOA,Laki-Laki,2,78,78203
JAKARTA BARAT,HABEL.jpg,PARTAI GERAKAN INDONESIA RAYA,188588,5,HABEL RUMBIAK,Laki-Laki,2,78,78203
KOTA JAYAPURA,Foto Etty Berchtje Tukayo Dapil Papua.jpg,PARTAI GERAKAN INDONESIA RAYA,188453,6,"ETTY BRECHTJE TUKAYO, SE",Perempuan,2,78,78203
KOTA TANGERANG,Foto Nuril Anwar Dapil Papua.jpg,PARTAI GERAKAN INDONESIA RAYA,140576,7,NURIL ANWAR,Laki-Laki,2,78,78203
KOTA JAYAPURA,Foto Yan Permenas Mandenas Dapil Papua.jpg,PARTAI GERAKAN INDONESIA RAYA,197638,8,"YAN PERMENAS MANDENAS, S.Sos, M.Si",Laki-Laki,2,78,78203
JAYAPURA,Foto Simson Sonny Manoach Dapil Papua.jpg,PARTAI GERAKAN INDONESIA RAYA,197779,9,SIMSON SONNY MANOACH,Laki-Laki,2,78,78203
JAKARTA BARAT,Foto Karno Jusmiwati Dapil Papua.jpg,PARTAI GERAKAN INDONESIA RAYA,188818,10,"KARNO JUSMIWATI, SE",Laki-Laki,2,78,78203
KAIMANA,Foto Ahmat Nasrau Dapil Papua Barat.jpg,PARTAI GERAKAN INDONESIA RAYA,121385,1,"AHMAD NAUSRAU, S.Pd.I. MM",Laki-Laki,2,79,81877
MANOKWARI,Foto Daud Indouw Dapil Papua Barat.jpg,PARTAI GERAKAN INDONESIA RAYA,187207,2,"DAUD INDOUW, SH",Laki-Laki,2,79,81877
MANOKWARI,Foto Ayu Humairah Bataray Dapil Papua Barat.jpg,PARTAI GERAKAN INDONESIA RAYA,106343,3,"AYU HUMAIRAH BATARAY, SH., M.Si",Perempuan,2,79,81877
KOTA BATAM,foto-1.jpg,PARTAI GERAKAN INDONESIA RAYA,108357,1,MUSTANG,Laki-Laki,2,80,928068
JAKARTA TIMUR,foto dicky.jpg,PARTAI GERAKAN INDONESIA RAYA,218582,2,"DR. DICKY WAINAL USMAN, M.Si",Laki-Laki,2,80,928068
BULUNGAN,JAINUN AHMAD BANSIR.JPG,PARTAI GERAKAN INDONESIA RAYA,293926,3,JAINUN AHMAD BANSIR,Perempuan,2,80,928068
JAKARTA BARAT,KARIMUN USMAN.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,24813,1,H. KARIMUN USMAN,Laki-Laki,3,1,1
JAKARTA SELATAN,RAMOND DONNY ADAM.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,262004,2,RAMOND DONY ADAM,Laki-Laki,3,1,1
KOTA BANDA ACEH,DWI LUHNUARI JUMWATI.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,262278,3,DWI LUHNUARI JUMWATI,Perempuan,3,1,1
KOTA BANDA ACEH,MUSLAHUDDIN DAUD.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,262559,4,"MUSLAHUDDIN DAUD, S.Ag",Laki-Laki,3,1,1
KOTA PALANGKARAYA,RED_0899 copy.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,270313,5,"TITI WIDYAWATI, S.P.",Perempuan,3,1,1
ACEH SINGKIL,NASRAN AB.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,295942,6,NASRAN AB,Laki-Laki,3,1,1
KOTA BANDA ACEH,LIRA.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,262920,7,LIRA AMALIA,Perempuan,3,1,1
BENER MERIAH,TAGORE ABUBAKAR.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,7725,1,Ir. H. TAGORE ABU BAKAR,Laki-Laki,3,2,1
JAKARTA PUSAT,FOTO.JPG,PARTAI DEMOKRASI INDONESIA PERJUANGAN,263572,2,"HJ. MARIA KARSIA, S.S.",Perempuan,3,2,1
BENER MERIAH,GUNTARAYADI.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,24903,3,"GUNTARAYADI, S.P.",Laki-Laki,3,2,1
KOTA LHOKSEUMAWE,FOTO.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,263936,4,HUSAINI MH,Laki-Laki,3,2,1
KOTA LANGSA,MUHAMMAD SUFI.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,270565,5,MUHAMMAD SUFI,Laki-Laki,3,2,1
KOTA MEDAN,FOTO.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,283249,6,"LISNAWATI GINTING, S.H.,M.H.",Perempuan,3,2,1
KOTA MEDAN,YASONNA LAOLY.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,264778,1,"YASONNA H. LAOLY, Ph.D",Laki-Laki,3,3,6728
KOTA MEDAN,SOFYAN.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,70310,2,Dr. SOFYAN TAN,Laki-Laki,3,3,6728
JAKARTA TIMUR,ENDAH SRICAHYANI.jpeg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,20610,3,"ENDAH SRICAHYANI SUCIPTO, S.Pt.,M.Si.",Perempuan,3,3,6728
JAKARTA SELATAN,IRMADI LUBIS.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,19073,4,H. IRMADI LUBIS,Laki-Laki,3,3,6728
KOTA MEDAN,RAHMAT HIDAYAT.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,265133,5,"RAHMAT HIDAYAT, S.E.",Laki-Laki,3,3,6728
KOTA DEPOK,FOTO.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,19279,6,"LIDYA OCTAVIANA SIANIPAR, S.H.",Perempuan,3,3,6728
JAKARTA TIMUR,JANVIAR PAULUS.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,20691,7,Ir. JANVIAR PAULUS SARAGIH,Laki-Laki,3,3,6728
JAKARTA BARAT,FOTO.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,265321,8,APRILIA RATNANINGSIH,Perempuan,3,3,6728
JAKARTA SELATAN,RIO SAHALA.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,20510,9,RIO SAHALA SIAGIAN,Laki-Laki,3,3,6728
KOTA BEKASI,BALTASAR TARIGAN.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,19115,10,"BALTASAR TARIGAN, S.E.",Laki-Laki,3,3,6728
JAKARTA PUSAT,TRIMEDYA PANJAITAN.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,1914,1,"TRIMEDYA PANJAITAN, S.H., M.H.",Laki-Laki,3,4,6728
KOTA MEDAN,SIHAR SITORUS.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,92146,2,SIHAR P.H SITORUS,Laki-Laki,3,4,6728
JAKARTA PUSAT,FOTO.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,261296,3,HOTMAIDA TAMPUBOLON,Perempuan,3,4,6728
TANGERANG,FOTO 1.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,261458,4,IRJEN POL. (PURN) ALBERTO P. SIMANJUNTAK,Laki-Laki,3,4,6728
KOTA MEDAN,TURUNAN.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,20924,5,"TURUNAN GULO, S.P.,M.SP.",Laki-Laki,3,4,6728
JAKARTA BARAT,WAHYU.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,23985,6,"WAHYU M.A. SITOMPUL, S.T.",Perempuan,3,4,6728
JAKARTA TIMUR,FOTO.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,20543,7,"YODBEN SILITONGA, S.H.",Laki-Laki,3,4,6728
KOTA BOGOR,FOTO.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,20937,8,"MANGONTANG SIMANJUNTAK, S.P.",Laki-Laki,3,4,6728
BOGOR,FOTO.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,261578,9,"SRI ATI MULYANI, S.E., M.M.",Perempuan,3,4,6728
PADANG LAWAS,SO-105-020718-0038-001.JPG,PARTAI DEMOKRASI INDONESIA PERJUANGAN,261849,10,Ir. H. HARRIS SIMBOLON,Laki-Laki,3,4,6728
KOTA MEDAN,DJAROT SAIFUL HIDAJAT.jpeg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,266675,1,"Drs. DJAROT SAIFUL HIDAYAT, M.S.",Laki-Laki,3,5,6728
KOTA BEKASI,JUNIMART GIRSANG.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,19094,2,"Dr. JUNIMART GIRSANG, S.H, MBA.,M.H.",Laki-Laki,3,5,6728
KOTA MEDAN,mawar (1).JPG,PARTAI DEMOKRASI INDONESIA PERJUANGAN,266933,3,R MAWARNI PUTRI TAMPUBOLON,Perempuan,3,5,6728
KOTA BINJAI,BOB ANDIKA.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,20949,4,"BOB ANDIKA MAMANA SITEPU, S.H.",Laki-Laki,3,5,6728
KOTA TANGERANG SELATAN,TARIDA SINAMBELA.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,19249,5,"BRIGJEN TNI (PURN) TARIDA H. SINAMBELA, S.IP",Laki-Laki,3,5,6728
JAKARTA SELATAN,ALIA MAISARAH.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,267329,6,"HJ. ALIA MAISARAH, S.IP., M.Si.",Perempuan,3,5,6728
JAKARTA TIMUR,WESLY SILALAHI.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,21026,7,"WESLY SILALAHI, S.H.,M.Kn",Laki-Laki,3,5,6728
KOTA MEDAN,EDDI RANGKUTI.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,20528,8,HAJI EDDI RANGKUTI,Laki-Laki,3,5,6728
JAKARTA TIMUR,WIWI YUNIARTI.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,267656,9,"WIWI YUNIARTI, S.E.",Perempuan,3,5,6728
JAKARTA TIMUR,JENRI SINAGA.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,268389,10,"JENRI SINAGA, S.E, M.M.",Laki-Laki,3,5,6728
KOTA PADANG,merah a.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,25198,1,H. ALEX INDRA LUKMAN,Laki-Laki,3,6,12920
KOTA PADANG,NO. 2 RISMAN SIRANGGI.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,286081,2,RISMAN SIRANGGI,Laki-Laki,3,6,12920
KOTA PADANG,yeni s tanjung.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,285804,3,YENI S. TANJUNG,Perempuan,3,6,12920
PESISIR SELATAN,photo_1301052607840003_3x4__4x6=10.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,285961,4,RICKY MAHENDRI,Laki-Laki,3,6,12920
KOTA PADANG,NO. 5 RIZALDI ALGAMAR.jpeg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,287134,5,Ir. H. RIZALDI ALGAMAR,Laki-Laki,3,6,12920
KOTA PADANG,photo_1371097103720003_yuli_farida_sihombing.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,286165,6,YULI FARIDA SIHOMBING,Perempuan,3,6,12920
DHARMASRAYA,photo_1310011508680011_img-20180712-wa0016.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,53515,7,TUKIMAN,Laki-Laki,3,6,12920
PASAMAN BARAT,DSC_0235_Reski .jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,302294,8,ANISATUL HUSNA,Perempuan,3,6,12920
KOTA PADANG,photo_1371041210630001_zola_pandu.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,286454,1,Ir. H. ZOLA PANDU,Laki-Laki,3,7,12920
JAKARTA TIMUR,photo_3175036310840014_8714fe1f-1668-49a2-a83d-4f02ef43e131.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,286416,2,"SELPI KUSUMA DEWI, A.Md",Perempuan,3,7,12920
PASAMAN BARAT,ok.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,24896,3,"AGUS SUSANTO, S.H.,M.H.",Laki-Laki,3,7,12920
KOTA CIMAHI,IMG_0324.JPG,PARTAI DEMOKRASI INDONESIA PERJUANGAN,286773,4,"BRIGJEN TNI (PURN) YUDI SATRIYONO, S.H.",Laki-Laki,3,7,12920
KOTA PADANG,eva salmah copy.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,302415,5,"EVA SALMAH, S.H.",Perempuan,3,7,12920
PADANG PARIAMAN,photo_1305170905650001_dsc_0230merah.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,28688,6,Ir. MAYADI,Laki-Laki,3,7,12920
KOTA PEKANBARU,FOTO.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,28683,1,"T. RUSLI AHMAD, S.E.",Laki-Laki,3,8,14086
JAKARTA TIMUR,EFFENDI S.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,16965,2,Ir. EFFENDI SIANIPAR,Laki-Laki,3,8,14086
KOTA PEKANBARU,FOTO.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,28697,3,"HJ. MIMI LUTMILA, S.Si",Perempuan,3,8,14086
JAKARTA PUSAT,IAN SIAGIAN.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,16919,4,IAN P. SIAGIAN,Laki-Laki,3,8,14086
JAKARTA TIMUR,MUKAROM.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,16943,5,"MUKAROM, S.Sos.I., M.M.",Laki-Laki,3,8,14086
KOTA PEKANBARU,FOTO.JPG,PARTAI DEMOKRASI INDONESIA PERJUANGAN,285883,6,"DEWI JULIANI, S.H.",Perempuan,3,8,14086
PURBALINGGA,FOTO.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,285009,7,RITA TRIANA,Perempuan,3,8,14086
JAKARTA TIMUR,MARSIAMAN.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,17095,1,"MARSIAMAN SARAGIH, S.H.",Laki-Laki,3,9,14086
PELALAWAN,FOTO.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,17017,2,WIDYA FATTAH ALMIS,Perempuan,3,9,14086
KOTA BEKASI,SAEFUL BAHRI.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,266766,3,"SAEFUL BAHRI, S.T.",Laki-Laki,3,9,14086
JAKARTA SELATAN,WhatsApp Image 2018-08-13 at 17.25.54.jpeg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,285475,4,"Dr. M. KAPITRA AMPERA, S.H.,M.H.",Laki-Laki,3,9,14086
KOTA PEKANBARU,SURYADI NEW.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,17219,5,"H. SURYADI KHUSAINI, S.Sos.,M.M.",Laki-Laki,3,9,14086
KOTA PEKANBARU,YUSTINA.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,16995,6,"YUSTINA DORLAN SIMBOLON, S.H.,M.Kn",Perempuan,3,9,14086
JAKARTA TIMUR,Foto.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,22257,1,M.R. IHSAN YUNUS,Laki-Laki,3,10,15885
JAKARTA SELATAN,Foto Agustiani Tio.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,38427,2,AGUSTIANI TIO FRIDELINA,Perempuan,3,10,15885
KOTA JAMBI,Foto Chumaidi.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,48923,3,"CHUMAIDI ZAIDI, S.E",Laki-Laki,3,10,15885
KOTA PADANG,Photo Tafyani.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,51378,4,H. TAFYANI KASIM,Laki-Laki,3,10,15885
KOTA JAMBI,Foto Henny New.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,51707,5,"HENNI ASTUTI, S.H., M.H.",Perempuan,3,10,15885
JAKARTA SELATAN,Foto Benny.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,49111,6,R.H.M BENNY SUBAGIA,Laki-Laki,3,10,15885
KOTA JAMBI,Yopi Muthalib.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,123620,7,YOPI MUTHALIB,Laki-Laki,3,10,15885
KOTA JAMBI,LILI.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,51476,8,"LILI PIORITA, S.Pd",Perempuan,3,10,15885
JAKARTA TIMUR,3. foto NK.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,7369,1,Ir. H. NAZARUDIN KIEMAS,Laki-Laki,3,11,17404
KOTA PALEMBANG,3. FOTO.JPG,PARTAI DEMOKRASI INDONESIA PERJUANGAN,24555,2,"H. DARMADI DJUFRI, S.H., M.H.",Laki-Laki,3,11,17404
JAKARTA SELATAN,3. FOTO.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,120982,3,"RIEZKY APRILIA, S.H., M.H.",Perempuan,3,11,17404
KOTA PALEMBANG,3. FOTO.JPG,PARTAI DEMOKRASI INDONESIA PERJUANGAN,296432,4,DIAH OKTA SARI,Perempuan,3,11,17404
JAKARTA TIMUR,3. foto.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,267402,5,"DODDY JULIANTO SIAHAAN, S.H.",Laki-Laki,3,11,17404
JAKARTA SELATAN,null,PARTAI DEMOKRASI INDONESIA PERJUANGAN,303420,6,"HARUN MASIKU, S.H.",Laki-Laki,3,11,17404
KOTA BENGKULU,3. SRI SUHARTI FOTO.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,267684,7,"Dra. SRI SUHARTI, M.Si",Perempuan,3,11,17404
JAKARTA SELATAN,FOTO-1.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,267971,8,"IRWAN TONGARI, S.E.",Laki-Laki,3,11,17404
KOTA PALEMBANG,3. YULIAN GUNHAR.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,3471,1,"YULIAN GUNHAR, S.H, M.H.",Laki-Laki,3,12,17404
JAKARTA SELATAN,3. FOTO.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,7712,2,"ERWIN MOESLIMIN SINGAJURU, S.H,. M.H.",Laki-Laki,3,12,17404
KOTA TANGERANG SELATAN,3. FOTO 2.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,17322,3,"HJ. SEPTIATIRIN, S.E., M.M.",Perempuan,3,12,17404
KOTA PALEMBANG,3. GANTADA FOTO copy.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,16830,4,"M.A. GANTADA, S.H, M.Hum",Laki-Laki,3,12,17404
JAKARTA SELATAN,3. FOTO SOFIAN SALEH.jpeg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,17476,5,SOFIAN SALEH,Laki-Laki,3,12,17404
JAKARTA SELATAN,3. FOTO.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,237988,6,"DEWI YUNIAR, S.H, M.H.",Perempuan,3,12,17404
BOGOR,3. FOTO 2.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,56264,7,ANGGIAT U SIMATUPANG,Laki-Laki,3,12,17404
KOTA DEPOK,null,PARTAI DEMOKRASI INDONESIA PERJUANGAN,303426,8,"Ir. RICKY SITORUS, M.Si",Laki-Laki,3,12,17404
KOTA PALEMBANG,3. FOTO ANNA SAGITA.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,296455,9,"ANNA SAGITA, S.H, M.Kn.",Perempuan,3,12,17404
JAKARTA SELATAN,ELVA HARTATI.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,7716,1,"HJ. ELVA HARTATI MURMAN, S.IP, M.M.",Perempuan,3,13,20802
JAKARTA SELATAN,RESTUTY APRILLIA.jpeg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,83366,2,RESTUTY APRILLIA,Perempuan,3,13,20802
KOTA BENGKULU,MUSPANI.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,285632,3,"MUSPANI, S.H.",Laki-Laki,3,13,20802
KOTA CIMAHI,TRIO ARSEFTO.jpeg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,29014,4,TRIO ARSEFTO SAKUT,Laki-Laki,3,13,20802
KOTA DEPOK,SUDIN.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,7719,1,SUDIN,Laki-Laki,3,14,22328
KOTA TANGERANG,ENDRO.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,7720,2,"Ir. H. ENDRO S. YAHMAN, M.Sc",Laki-Laki,3,14,22328
KOTA BANDAR LAMPUNG,SITI NOOR LAILA.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,17943,3,"SITI NOOR LAILA, S.H.",Perempuan,3,14,22328
KOTA BANDAR LAMPUNG,MUKHLIS BASRI.jpeg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,17718,4,Drs. Hi. MUKHLIS BASRI,Laki-Laki,3,14,22328
KOTA SURABAYA,PDI.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,296016,5,BRIGITA MANOHARA,Perempuan,3,14,22328
KOTA BANDAR LAMPUNG,FOTO.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,17825,6,"Hi. HANDITYA NARAPATI SZP, S.H.",Laki-Laki,3,14,22328
KOTA BANDAR LAMPUNG,FOTO.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,282862,7,"KOL. INF. (PURN). S. MARZUKI, S.Sos.,M.Si",Laki-Laki,3,14,22328
KOTA BANDAR LAMPUNG,JUNAIDI SYAMSURI.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,17967,8,"JUNAIDI SYAMSURI, S.Sos",Laki-Laki,3,14,22328
KOTA SURAKARTA,FOTO.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,281916,9,PRIMARI PUTERI WIDANTI,Perempuan,3,14,22328
KOTA BANDAR LAMPUNG,ZAINAL ABIDIN 4X6.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,281739,10,"Drs. Hi. ZAINAL ABIDIN, M.M.",Laki-Laki,3,14,22328
KOTA BANDAR LAMPUNG,BAMBANG SURYADI.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,17785,1,"BAMBANG SURYADI, S.H.,M.H.",Laki-Laki,3,15,22328
JAKARTA PUSAT,ITET TRIDJAJATI.JPG,PARTAI DEMOKRASI INDONESIA PERJUANGAN,7721,2,"ITET TRIDJAJATI SUMARIJANTO, MBA",Perempuan,3,15,22328
BANYUMAS,ASRORU MAULA.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,275583,3,"ASRORU MAULA, S.Ag",Laki-Laki,3,15,22328
JAKARTA SELATAN,RASYID RIDHO.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,17818,4,"IRJEN POL (PURN) Dr. Drs. H. M. RASYID RIDHO, S.H.,M.H.",Laki-Laki,3,15,22328
KOTA BANDAR LAMPUNG,FOTO.JPG,PARTAI DEMOKRASI INDONESIA PERJUANGAN,17806,5,"Hi. DEDI AFRIZAL, S.Kep.NS.,M.H.",Laki-Laki,3,15,22328
JAKARTA SELATAN,FOTO.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,20724,6,"EMI SULYUWATI, S.E.",Perempuan,3,15,22328
JAKARTA SELATAN,HENRY YOSO.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,7723,7,"H. KRH. HENRY YOSODININGRAT, S.H., M.H.",Laki-Laki,3,15,22328
SLEMAN,GARDA MAHARSI.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,296031,8,GARDA MAHARSI,Laki-Laki,3,15,22328
JAKARTA SELATAN,LUKITA SARI.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,274867,9,LUKITA SARI,Perempuan,3,15,22328
LAMPUNG TENGAH,FOTO.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,280413,10,"I KOMANG KOHERI, S.E.",Laki-Laki,3,15,22328
JAKARTA PUSAT,RIA LATIFA.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,7724,1,"HJ. DWI RIA LATIFA, S.H., M.Sc",Perempuan,3,17,25405
SIDOARJO,STURMAN.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,284567,2,"MAYJEN TNI MAR. (PURN) STURMAN PANJAITAN, S.H.",Laki-Laki,3,17,25405
KOTA BATAM,FOTO.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,31756,3,INDRIYATI,Perempuan,3,17,25405
JAKARTA TIMUR,IRWANSYAH SALEH.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,31873,4,"IRWANSYAH SALEH KUSUMA, S.E.",Laki-Laki,3,17,25405
KUNINGAN,photo_3208091512420001_img-20180711-wa0018.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,296361,1,"H. AANG HAMID SUGANDA, S.Sos",Laki-Laki,3,21,26141
JAKARTA SELATAN,Merah.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,7732,2,JUNICO BP SIAHAAN,Laki-Laki,3,21,26141
